"<Darkness:20>","<Darkness:20>"
"\n<\n[3]>ここ掴まれたらもう終わりにゃぁ？
人間ってバカだもんにゃぁ。","\n<\n[3]>If I grab you right here, you're done for? 
Humans are stupid."
"\n<\n[3]>ひょっとしてわざと捕まったにゃぁ？
ほれほれ。
素直になっていいにゃぁ～？","\n<\n[3]>Maybe you got caught on purpose?
Hey, look.
Isn't it okay to be honest?"
"\n<\n[3]>あーぁ♥もうダメにゃぁ♥
イクイクイクーって震えてるし♥
負けろ負けろー♥","\n<\n[3]>Aww♥ You're done for-nya♥
You're shaking so hard, about to cum♥
Give in, give in♥"
"\n<\n[3]>にゃっは♥もうイったにゃ♥
ハンターの癖にソーローにゃぁ。
床が汚れたにゃん。","\n<\n[3]>Nya-ha♥ You came again-nya♥
The hunter's guilty pleasure-nyaa.
You've stained the floor-nyaan."
"\n<\n[3]>はぁ・・・はぁ・・・
イ、イってないし・・・！
アホ！死ね！","\n<\n[3]>Haah... Haah...
I-I didn't cum...!
You! I'll get you for this!"
"\n<\n[3]>今のはほんのお遊びだし！
あとでアタシの部屋に来い！
ぶっ殺してやるにゃ！","\n<\n[3]>I'm gonna be playing for keeps now!
Come to my room later!
I'll finish you for good-nya!"
"シィナの部屋は2階の右手側だったはず。
しっかり準備してから挑もう。","Shina's room is on the right hand side of the second floor.
Challenge her only after you're properly prepared."
"ライムチェイス","ライムチェイス"
"寝パイズリ",
"ライム","Lime"
"\n<\n[3]>はい♥
挟んであげたから自分で動くんだよー？
上手に腰動かせるかなー？","\n<\n[3]>Yes♥
I caught you so you can still move by yourself, right?
Can you still move your waist-?"
"\n<\n[3]>わー♥なになにー？
自分からおっぱいに擦り付けちゃうのー？
あはははー♥","\n<\n[3]>Waa-♥ What's going on-?
Are you rubbing against my tits on your own-?
Ahahaha-♥"
"\n<\n[3]>わぁ♥今日は積極的だねー♥
私のこと押し倒しておっぱい使っちゃうなんてー♥","\n<\n[3]>Waah♥ You're quite assertive today-♥
I knocked you down using just my boobs-♥"
"\n<\n[3]>にゅるんにゅるーん♥
ほーらおっぱいに負けないようにがんばれがんばれー♥","\n<\n[3]>Squish, squish, squiiiish♥
Hoora- You can do it! Don't give in to my squishy boobies♥"
"\n<\n[3]>ん？出るの？
そんなにぴゅっぴゅしたかった？
早いよー。","\n<\n[3]>Hm? You're cumming?
You wanted to pew-pew that much?
What a quickshot-."
"\n<\n[3]>もー。
まだ終わっちゃダメだよ？
もっとパイズリしよ♥","\n<\n[3]>Hey-.
You're not finished just yet, are you?
Fuck my tits some more♥"
"足コキ","Footjob"
"\n<\n[3]>うりうりうりぃー♥
にゅるにゅる足コキでイっちゃえー♥
あはははー♥","\n<\n[3]>Uhuhuhu-♥
My slimy footjob will make you cum-♥
Ahahaha-♥"
"\n<\n[3]>\n[1]って足でされると喜んじゃうんだよねー？
それってマゾって言うんだよー♥
知ってたー？","\n<\n[3]>Does \n[1] enjoy being touched by feet-?
That makes you a masochist-♥
Did you know that-?"
"\n<\n[3]>足でいっぱい負けさせてあげるからねー♥
そのまま横になって踏まれててねー♥","\n<\n[3]>I'll make you submit lots with my feet okay?♥
Just keep lying down and I'll keep rubbing it♥"
"\n<\n[3]>スライム足コキを食らえー♥
にゅるにゅるー♥
どーだ！どーだ！悪いハンターさんめー！","\n<\n[3]>My slime footjob is gonna eat you right up♥
Squishy squishy♥ Take that! And that! Bad Mr. Hunter!"
"\n<\n[3]>あ！ひょっとしてイキそーになってるー？
うわー♥
こんなので射精しちゃうのー？","\n<\n[3]>Ah! Are you on the edge already...?
Uwah-♥ Are gonna ejaculate because of this-?"
"\n<\n[3]>うわ・・・♥
足でイカせるとなんかぞくぞくするー・・・♥
なるほどー♥なるほどー♥","\n<\n[3]>Uwah...♥
So you get all tingly when you cum with my feet♥
I see-♥ I see-♥"
"圧迫",
"\n<\n[3]>捕まえたー♥
むぎゅぅぅー♥
ぎゅっ♥ぎゅっ♥ぎゅーっ♥","\n<\n[3]>Caught you-♥
Squeeeze♥ Squish♥ Squish♥ Squiiiish♥"
"\n<\n[3]>\n[1]みっけー♥
捕まえたよー♥ぎゅぅぅー♥
もう逃げられないからねー♥","\n<\n[3]>I found \n[1]-♥
Caught you-♥ Squiiish-♥\nYou can't escape anymore-♥"
"\n<\n[3]>おっぱいに溺れちゃえー♥
むにゅぅ～～～ん♥
あはは♥息できないでしょー♥","\n<\n[3]>Drown in my boobs-♥
Squiiiiiish～♥ Ahahah♥ You can't breath-♥"
"\n<\n[3]>あっあっ！逃げないでねー？
暴れちゃだめー♥むにゅぅー♥
おっぱいあげるから大人しくしてー♥","\n<\n[3]>Ah! Ah! You're not running away-?
Don't struggle-♥ Squiish-♥I'll give you my boobs if you behave-♥"
"\n<\n[3]>もがもが言ってどーしたの？
苦しいのかなー？
ねーねー♥くるしー？","\n<\n[3]>You're all muffled. Are you saying something?
I wonder if this hurts-? \nHey- hey-♥ Is this painful-?"
"\n<\n[3]>あー♥精子ちゃん出てるよー？
苦しいんじゃなくて嬉しいだったんだねー♥
くすくす♥","\n<\n[3]>Ah-♥ Your sperm is coming out-?
It must not hurt. I'm glad-♥ Hee hee♥"
"\n<\n[3]>よいしょ♥
えへへ♥じっとしててねー？","\n<\n[3]>Huupp♥
Ehehe♥ Would you stay still-?"
"\n<\n[3]>わー♥かったーい♥
こんなに硬くしながら逃げるの大変でしょー？
もう出しちゃおうよー♥","\n<\n[3]>I♥ got-♥ cha♥
It must be really tough breaking free while you're so stiff-? Just let it all out-♥"
"\n<\n[3]>今日はもう逃げるのやめよー？
おっぱいで負けさせてあげるからー♥
ねー♥","\n<\n[3]>Are you done running for the day-?
You can accept defeat between my tits-♥"
"\n<\n[3]>にゅるんにゅるーん♥
硬いのと柔らかいの、どっちが強いかなー？
えいっ♥えいっ♥","\n<\n[3]>Jiggle jiggle-♥
Between your hard thing and my soft things,\nwhich will prevail-? C'mon♥ c'mon♥"
"\n<\n[3]>あ！出そうな時の顔してるー♥
ちょうだいちょうだーい♥","\n<\n[3]>Ah! You make a face when you're about to cum-♥
Gimme gimmeee-♥"
"\n<\n[3]>やったー♥
私が捕まえたー♥うれしー♥
じゃぁいっぱい食べちゃおー♥","\n<\n[3]>There it is-♥
I'm so glad I caught you-♥\nNow I'm gonna eat a bunch-♥"
"\n<\n[3]>あうぅ・・・き、気持ちよかった・・・
だ、ダメだ・・・
ダメだー。","\n<\n[3]>Ahhhhn... I-It felt so good...
N-no...
Oh no..."
"\n<\n[3]>次は負けないからー！
部屋で待ってるよー！
ぜーったいぐちょぐちょにしてあげるー！","\n<\n[3]>I won't lose next time-!
I'll be in my room-!
I'll definitely make you squirt this time-!"
"ライムの部屋は1階のお風呂場だったはず。
しっかり準備してから挑もう。","Lime should be in the bathroom on the first floor.
Prepare yourself before you challenge her."
"トラップライム","トラップライム"
"\n<\n[3]>水たまりだと思ったー？
私だよー♥じゅるるるー♥","\n<\n[3]>Did you think it was just a puddle-?
It's me-♥ Sluuuuurp-♥"
"\n<\n[3]>お風呂覗いちゃうぐらい
ムラムラしてたのー？
言ってくれればいいのにー♥","\n<\n[3]>You just couldn't resist peeking into the
bathroom, now could you-?
It's ok, you can tell me-♥"
"\n<\n[3]>にゅるにゅるー♥
みんなー♥早くこっちきてー♥
捕まえたよー♪","\n<\n[3]>Squirm, squirm♥
Hey, everyone♥ Hurry over here-♥
I caught 'em-♪"
"\n<\n[3]>足元に注意ー♪
お風呂では走ったりしちゃいけないんだよー？
にゅるるるー♥","\n<\n[3]>Watch your step-♪
You're not supposed to run in the bathroom, right?
Squiiiirm-♥"
"\n<\n[3]>イっちゃえイっちゃえー♥
覗きはびゅるびゅるさせちゃうぞー♥
れろぉ♥じゅる♥れろれろー♥","\n<\n[3]>Cum for me, cum for me-♥
I'll make you squirt for peeping-♥
Lick♥ Slurp♥ Lick lick-♥"
"\n<\n[3]>わーい♥私の勝ちー♥
リリー♪シィナ♪
私の勝ちだよー♥","\n<\n[3]>Waaah♥ I won-♥
Lily♪ Shina♪
I'm the winner-♥"
"幻覚トラップ","幻覚トラップ"
"淫紋トラップ","淫紋トラップ"
"アーコイベ","アーコイベ"
"--------キャラ指定-----座標設定------------",
"----------------------------------------",
"うぉ・・・！
凄く高級そうなものが入っていた！","Woah...!
You found something really valuable!"
"\n<\n[3]>あー！ずるい！
それあたしが先に見つけてたのに。
ちょっと目を離した隙にぃ・・・","\n<\n[3]>Ah-! No fair!
I saw that a little while ago.
I took my eyes of it for just a moment..."
"\n<アーコ>先に拾った方が勝ち・・・？
うーん。そうかも。
でも納得いかない。","\n<Ako>Finders keepers, huh...?
Hm. I guess that's fair.
But I'm not happy about it."
"\n<アーコ>あ、いいこと考えた。
にしし。","\n<Ako>Ah, I just had an idea.
Neheheh."
"\n<アーコ>こっちきて。
それ渡したくなることしたげる。","\n<Ako>Come here.
I have something to give to you."
"ーーーーー待機or攻撃アニメSE選択ーーーーー",
"--------ここから誘惑------------",
"\n<\n[3]>ちゅぅぅー♥
ちゅっ♥ちゅっ♥","\n<\n[3]>Smoooch-♥
Smooch♥ Smooch♥"
"\n<\n[3]>どーかな？
それ譲りたくなってきた？
ねーねー。","\n<\n[3]>How about that?
Feel like handing that over now?
Hey, hey."
"\n<\n[3]>おねがーい♥
ちょーだい♥
ちゅー♥ちゅー♥","\n<\n[3]>Pleeeeease♥
Give it here♥
Kiss-♥ Kiss-♥"
"\n<\n[3]>おちんちん触りたくなってきたでしょ。
自分でしてもいいよ。
でもオナニーしたらそれあたしのね♥","\n<\n[3]>I see you trying to touch your dick.
It's fine if you do.
But if you start masturbating, it's all mine♥"
"--------ここから選択肢-------------",
"\n<\n[3]>ちゅーしながらぴゅっぴゅするの
絶対気持ちいいと思うんだけどなー。
出すとこ近くで見ててあげるよー？","\n<\n[3]>It must have felt pretty good if you
squirted just from some kissing.
Shall I take a closer look-?"
