"我一直在用脚对付它！",""
"你吻了我！",""
"排水吻",""
"排水吻！",""
"猛烈地接吻",""
"我的嘴唇上被咬了！",""
"拧舌头",""
"把长长的舌头拧到喉咙后面！",""
"木木",""
"我会在一边处理你的鸡巴。",""
"木木瓦基 2",""
"在一边处理鸡巴！",""
"木木瓦基 3",""
"被汗水的一边处理！",""
"侧紧",""
"我紧紧地紧紧地把一边紧紧着！",""
"贝洛图",""
"贝洛丘攻击！",""
"诱惑",""
"我让他展示我的身体！",""
"他一边一边朝脸走来！",""
"我胸口夹住我的脸！",""
"舔",""
"我舔了舔你的脸！",""
"腰部摆动弱",""
"慢慢地摇了摇臀部！",""
"在腰部摆动",""
"我摇了摇腰！",""
"腰部紧固",""
"我紧紧地收紧了阴道！",""
"挥动你的臀部",""
"来敲打他的腰部在一个毁灭性的！！",""
"吸吮",""
"我吸了！",""
"腰部摆动力",""
"我摇了摇臀部！",""
"插入大伤害",""
"我慢慢地坐了下来。",""
"插入",""
"被邀请和摆动腰部",""
"我摇了摇腰，而被邀请。",""
"阴道反应损伤",""
"阴道缠住...",""
"投掷腰部",""
"慢慢地，我上下腰部，用阴道治疗我的鸡巴...",""
"诱惑（显示胸部",""
"我一直想展示我的胸部...",""
"诱惑2（显示身体",""
"留意身体...",""
"诱惑 3 （螺旋）",""
"我让我的身体变得不愉快...",""
"诱惑4（诱惑）",""
"兴奋被诱惑所增强...",""
"诱惑手工作",""
"我假装在对待你，并引诱我...",""
"尤因，我什么都不做",""
"呼吸急促...",""
"尤因什么都不做2",""
"脸红了...",""
"乳房摩擦",""
"我舔了舔我的胸部！",""
"舔你的奶嘴",""
"我一直在舔我的奶嘴！",""
"舔你的胃",""
"我舔了舔我的肚子！",""
"拥抱",""
"我紧紧地拥抱着你！",""
"我嘴里有一只鸡巴！",""
"我一直在舔你的鸡巴！",""
"我一直在吸吮和舔我的鸡巴！",""
"我一直在舔我的鸡巴！",""
"触手吸吮",""
"直接从睾丸吸过暨！",""
"触手吸吮 2",""
"已经犯了尿道与触手！！",""
"触手吸吮 3",""
"把血吸进触角...",""
"触手吸吮 4",""
"被挤在挤机关里吸了！",""
"蒂蒂蒂利",""
"我慢慢地被派了",""
"蒂蒂利 2",""
"蒂蒂蒂攻击！",""
"蒂蒂利 3",""
"我一直在用乳房大力治疗它！",""
"蒂蒂利 4",""
"被弄乱的胸部！！",""
"蒂蒂利吉",""
"我挤在了一起！",""
"山谷中的百合",""
"我舔了舔我的鸡巴在胸部！",""
"双",""
"用胸部和舌头吮吸你的鸡巴！",""
"两人之间",""
"鸡巴夹在中间！",""
"吸吮奶嘴",""
"已经诱惑了！",""
"馅饼紧固",""
"大腿工作",""
"我夹在大腿上！",""
"大腿工作 2",""
"我一直在用大腿猛烈地对待它！",""
"大腿工作 3",""
"我的腿被挤压了。",""
"我对待我的鸡巴很坚强！",""
"腰部摆动背部 4",""
"小 山雀 蒂蒂利",""
"擦了擦一个小乳房...",""
"小 山雀 蒂蒂利 2",""
"我擦了擦她的奶嘴！",""
"小 山雀 蒂蒂利 3",""
"我推着我的胸部！",""
"背面",""
"背面 2",""
"猛烈地摇了摇臀部！",""
"背面 3",""
"背面 4",""
"迪克吻",""
"一直在亲吻你的鸡巴！",""
"触手操作",""
"我一直在用触手处理它！",""
"真空 1",""
"真空！",""
"吸血",""
"我一直在试图吸出我的精神！",""
"真空 2",""
"被猛烈地真空在嘴里...",""
"前列腺责备 +",""
"而舔迪克",""
"把手指屁股的洞里！",""
"女性生殖器责备 + 2",""
"我用手指舔女人的容器！",""
"全喝",""
"吞下他的鸡巴！",""
"面容敲打",""
"我打屁股在脸上！",""
"面容毒药",""
"我脸上擦了擦！",""
"我闻到女人的味道，",""
"面容毒药 2",""
"信息素被流进鼻子里！",""
"面容 3 黑暗",""
"被压在阿索科",""
"被迫舔...",""
"面容 4 黑暗",""
"已经擦在脸上！",""
"霍奥祖里",""
"她爱着他的鸡巴，",""
"泡芙泡芙",""
"已经泡了！",""
"胸窒息","胸窒息"
"把乳房压在脸上！",""
"牛奶肉是粘在一起，不能呼吸...",""
"乳房",""
"脸被包裹在胸部...",""
"拥抱我",""
"我紧紧地抱着我...",""
"面部践踏",""
"他踩在脸上了！",""
"脸践踏2舔",""
"我舔了舔我的脚底...",""
"你脸上的三只嗅探",""
"我闻到了脚的味道。",""
"诱惑手淫",""
"我最终对待自己的鸡巴，而不会抗拒的魅力！",""
"信息素",""
"我闻到了信息素！",""
"闻闻",""
"从身体里弥漫着甜美的气味...",""
"奥纳",""
"处理你的鸡巴，以适应你的手的运动！",""
"母乳喂养",""
"我喂了母乳...",""
"蒂蒂蒂诱惑",""
"腰部被夹在胸部中，可以随意移动。",""
"蒂蒂蒂诱惑2",""
"我擦我的鸡巴在山谷，而被邀请！",""
"蒂蒂蒂接吻",""
"我吻了你，而你被派了。",""
"奶嘴",""
"我的鸡巴被舔在嘴的胸部！",""
"我的公鸡被放进了她的奶嘴里！",""
"立即死亡插入",""
"手工作责备",""
"海龟的头用手掌擦了擦！",""
"奶嘴吠叫",""
"我让她的奶嘴吠叫...",""
"屁股工作",""
"我一直在用屁股的裂缝治疗我的鸡巴...",""
"屁股工作 2",""
"我一直在推你的屁股在迪克！",""
"屁股工作 3",""
"我狠狠地把屁股擦在鸡巴上！",""
"插入奶嘴",""
"不能拉出公鸡在嘴里的奶嘴！",""
"插入奶嘴 2",""
"我摇了摇臀部对她的奶嘴...",""
"插入奶嘴 3",""
"我的公鸡被吞下的奶嘴里。",""
"全身蒂蒂利",""
"粉碎整个身体在巨大的乳房！",""
"全身蒂蒂利 2",""
"包裹在胸部...",""
"全身蒂蒂利 3",""
"被夹在山谷里，整个身体被软肉对待！！",""
"全身舔",""
"用舌头舔整个身体...",""
"全身舔 2",""
"全身都滚在嘴里...",""
"全身舔 3",""
"整个身体被咬在嘴里！！",""
"最小 Asoko 插入",""
"被阿索科吞没了！",""
"最小阿索科插入 2",""
"全身包裹在女性生殖器！",""
"最小阿索科插入 3",""
"阴道壁摩擦整个身体！！",""
"全身脚工作",""
"全身被踩在脚上！",""
"全身脚工作 2",""
"我一直在治疗每个身体的鸡巴在脚底！！",""
"双手工作",""
"双手工作！",""
"双迪克接吻",""
"两个人吻了鸡巴！",""
"双屁股工作",""
"被夹在屁股里，被舔了！",""
"双尾工作",""
"我一直在用两条尾巴处理它！",""
"双脸颊",""
"我夹在两个身上的鸡巴上！",""
"背犯",""
"被从后面搞砸...",""
"诱惑回来",""
"我抓住我的臀部，而被邀请！",""
"活塞吻",""
"我吻了我，摇了摇腰！",""
"泡芙帕夫骑",""
"被推在脸上，而犯了一个牛仔！",""
"头发工作",""
"我把手上缠着头发！",""
"脸骑脚工作",""
"已经处理迪克与脚，保持面容！",""
"膝盖背工作",""
"我一直在处理我的鸡巴在膝盖后面！",""
"魔法工作 1",""
"魔法粘在你的鸡巴上！",""
"魔法工作2",""
"愉快地挥动手指...",""
"魔法工作3",""
"我一直在用魔法对付你的鸡巴！",""
"脚舔和正常位置",""
"我舔我的脚底，而插入！",""
"拥抱正常位置",""
"我紧紧地抱住你。",""
"接吻正常位置",""
"我吻了你，没有连接...",""
"佩尼万",""
"从后面冲过来！",""
"佩尼万 2 阿诺",""
"[n]1]我坐在肛门，摇了摇臀部！",""
"佩尼万 2 阴道",""
"[n]1]插入阴道，摇动腰部！",""
"佩尼万 3",""
"猛烈地推来！！",""
"尾巴插入阿雅",""
"我拧我的尾巴到肛门！",""
"尾巴插入",""
"把尾巴拧到女生殖器上！",""
"娃娃舔",""
"我舔了一个洋娃娃，并展示了它！",""
"娃娃蒂蒂蒂利",""
"我胸前夹了一个洋娃娃！",""
"手指插入",""
"把手指拧到女人的容器上，然后扭动它！",""
"把手指拧到肛门上，然后扭动它！",""
"尾巴吸吮",""
"被吸进你的鸡巴在尾巴！",""
"尾巴吸吮 2",""
"被吸进尾巴的尾巴！",""
"被吞没",""
"被吞没身体...",""
"收紧技术（大腿）",""
"身体被收紧到大腿上！",""
"大腿",""
"收紧你的鸡巴与大腿！",""
"奇比手指工作　",""
"我的手指被摘下我的鸡巴...",""
"奇比手指工作 2",""
"用手指舔小迪克！",""
"肚子里",""
"娃娃在肚子里被宠了一去不发！",""
"烧焦的手工作",""
"我轻轻地对待我的鸡巴，以烧它。",""
"哺乳手工作",""
"喂奶时用手处理！",""
"贝罗奇尤女牛仔",""
"我摇了摇臀部在牛仔，而贝洛图！",""
"一个",""
"身体被擦了擦！",""
"屁股诱惑",""
"我一直在引诱我的屁股...",""
"毁了高潮",""
"把手从鸡巴上拿开",""
"水触手 1",""
"我用触手把鸡巴弄得一去不开！",""
"水触手 2",""
"触手缠绕在迪克上...",""
"电动安马",""
"一直用电！",""
"舌头插入",""
"魔法",""
"野兽/尾巴工作",""
"水","Water"
"雷","Thunder"
"盾",""
"防具",""
"技能",""
"药物",""
"日用品",""
"女士",""
"低压",""
"精力",""
"战斗",""
"项目",""
"状态",""
"排序",""
"保存",""
"新游戏",""
"%1跑了！",""
"%1 躲过攻击！",""
"到下一个 %1",""
"您要加载哪些文件？",""
"而抓住迪克",""
"我处理了它，因为它似乎被切断了！！",""
"我已经把舌头拧到肛门了！",""
"舌头尾插入",""
"尿道责备舌头",""
"已经犯了尿道与舌头！",""
"肛门 性爱 弱",""
"嘴里有一个公鸡在屁股孔！",""
"擦你的鸡巴在肠壁上！",""
"肛门紧固",""
"我收紧了你的鸡巴在屁股！",""
"肛门毁灭",""
"迪克被吞下在屁股和舔！！",""
"能量排水肛门",""
"能量耗尽！",""
"我试图从我的鸡巴吸力...",""
"胎内回归",""
"子宫内回归！",""
"\n[1]被带进子宫里...",""
"极简肛门",""
"我已经把身体插入了屁股...",""
"我的胸部肿了。",""
"我的胸部膨胀了！",""
"面部舔",""
"我舔了舔你的脸...",""
"夹在胸前",""
"把鸡巴夹在胸膛里！",""
"阿索科摩擦 1 根拐杖",""
"把鸡巴擦在阿索科...",""
"Asoko 擦 2 根股",""
"已经擦了擦阿索科！",""
"阿索科摩擦 3 根股",""
"强烈推动女性生殖器到迪克",""
"我狠狠地擦了擦后肌！",""
"- 梅尔布雷",""
"我引诱你...",""
"射精伤害",""
"我射精了！",""
"处理",""
"我处理了破布！",""
"～～魔法～～",""
"防御向下",""
"防守下来！",""
"[n]身体变得敏感！",""
"老板雷球",""
"老板戳",""
"老板火",""
"-敌人的子弹",""
"扫描火",""
"马沙刀",""
"鸡蛋",""
"毒药",""
"在这样的世界里",""
"托尔特枪伤害",""
"托尔特枪制作",""
"莉莉丝投掷吻",""
"钢琴投掷",""
"苹果伤害",""
"- 行动武器 -",""
"斩波伤害",""
"刺伤",""
"伤害伤害",""
"药水",""
"切",""
"诱惑伤害",""
"碎盘子",""
"爆炸",""
"重钝器",""
"出血三连击",""
"梅塞里",""
"卫星激光",""
"刺刀伤害（穿透）",""
"刺突（出血）",""
"2 路药水",""
"卵","卵"
"哈利勒之剑",""
"锁上了...",""
"火焰伤害",""
"闪电伤害",""
"水损害",""
"梅吉里大",""
"大刀切伤伤害",""
"闪电斩波伤害",""
"食物损坏",""
"冰切伤害",""
"枪伤",""
"保拉星伤害",""
"铁路枪伤害",""
"木",""
"是的，是的。",""
"\n<ムー>为明天做准备吗？",""
"不，先生",""
"光之箭",""
"我要和穆谈谈",""
"火焰喷射器",""
"施普尔伤害",""
"枪伤雷声",""
"\n<ムー>我想睡觉了。",""
"内梅西斯伤害",""
"枪伤 15",""
"～勇者用～",""
"殴打",""
"关于未来",""
"过去的事情",""
"触摸",""
"女房东的烹饪",""
"打",""
"\n<ムー>暂时在这个村子里。 希望能找到一些关于魔王下落的线索。",""
"\n<ムー>明天去冒险公会，和大师谈谈。 嗯，希望似乎渺小。",""
"\n<ムー>在这里完成请求时收集信息，如果没有任何信息，则将其迁至王都。 像这样吗？",""
"压缩",""
"用刚性压缩螺钉下盖
打击属性，技术依赖",""
"我打中了！",""
"切开",""
"尝试断开连接
斩杀属性，取决于技能。",""
"被砍掉！",""
"\n<ムー>第一次来的村庄，我立刻就发现你是一个勇敢的人。 这是否意味着它来与一些坚持？ 嗯，这要归功于我。",""
"斩首",""
"\n<ムー>但今天我走得很好。 我应该在港口城市坐马车吗？ 很快，你就是那个坏蛋了。",""
"用力砍掉它
斩杀属性，取决于技能。",""
"\n<ムー>我迷路了，我迷路了，我快要走了一个星期了。 如果是马车，你五小时后就到了。",""
"用力挥动剑！",""
"把敌人分成两部分
斩杀属性，取决于技能。",""
"把一把大剑摇到脑上！",""
"把敌人烧得火上去
火焰属性，取决于技术",""
"火山",""
"<ムー>ふ不会",""
"纳米耀斑",""
"消灭敌人，使敌人成为木炭
火焰属性，取决于技术",""
"淹没敌人
水属性，取决于技术",""
"级联",""
"向敌人打瀑布般的水
水属性，取决于技术",""
"\n<ムー>很久以后就吃了像样的东西。 我讨厌只烤我的兔子。",""
"海洋",""
"把敌人沉入海里
水属性，取决于技术",""
"雷鸣",""
"触电敌人
闪电属性，技术依赖",""
"闪电",""
"\n<ムー>。 让我们好好休息一下。 明天见。",""
"他们打雷击
闪电属性，技术依赖",""
"特斯拉",""
"\n<ムー>你累了吗？ 它。 现在，让我们去冒险家公会。",""
"产生足够的电力来打破星星
闪电属性，技术依赖",""
"发射冲击波，在龙的咆哮中听到
斩杀属性，取决于技能。",""
"释放%1！",""
"龙气法",""
"把龙的力量放在恢复体力上
敏捷依赖体力恢复",""
"我心在！",""
"\n<女将>小心。 冒险家公会♥冒险家公会，如果你去，就在这个旅馆后面♪",""
"降龙波",""
"发射冲击波，在龙的咆哮中听到
斩击属性，取决于技能，并给予吠叫",""
"龙闪",""
"在眨眼之间连续射击
斩击属性，取决于攻击力。",""
"落龙",""
"从天上摇下来的瘦身打击
闪电属性 技术依赖 防御忽视 吠叫授予",""
"火龙烧",""
"\n<若い女>！ 让这个生物♥♥摸一下可爱♥",""
"\n<ムー>我是圣龙巴哈姆托。 不要随意触摸它。",""
"\n<若い女>！ 我聊了一会♥很可爱，但♥和♥",""
"<ムー>ふ这不会发生。",""
"怒龙",""
"\n<若い女>，我们享受了。 够了",""
"\n<ムー>冷却得太快了。",""
"用于前 HP 减少",""
"- 盟友攻击",""
"胸部责备 Lv1",""
"轻轻地舔你的乳房
胸部属性，取决于技能",""
"轻轻地舔了揉胸膛！",""
"胸部责备 Lv2",""
"开始舔你的胸部
胸部属性，取决于技能",""
"我舔了揉胸膛！",""
"胸部责备 Lv3",""
"\n<見張り>，勇敢的人！ 不，最近有很多怪物，所以麻烦了！ 我来救你！",""
"抓住你的胸部
胸部属性，取决于技能",""
"\n<ムー>去接受征服请求吗？ 公会在村子的东北面。",""
"抓住她的胸部，开始猛烈地舔它！",""
"屁股 责备 Lv1",""
"轻轻地舔你的屁股
屁股属性， 技术依赖",""
"轻轻地舔了舔屁股！",""
"屁股 责备 Lv2",""
"他们狠狠地扭动了屁股
屁股属性， 技术依赖",""
"\n<おじさん>似乎有一个非常接近人类的形状。 他们到底是谁？",""
"我狠狠地扭动了屁股！",""
"\n<ムー>怪物是思考如何杀死人类的生物。 欺骗一个人的外表可能更有效。",""
"屁股 责备 Lv3",""
"\n<おじさん>说效率好， 为什么首先攻击人类...",""
"指责肛门用手指
屁股属性， 技术依赖",""
"把手指插在屁股上！",""
"阿索科责备 Lv1",""
"用手指舔阿索科
阴道属性，取决于技能",""
"我礼貌地舔了阿索科！",""
"阿索科责备 Lv2",""
"用手指搅动阿索科
阴道属性，取决于技能",""
"插入手指，在阴道中搅动！",""
"阿索科责备 Lv3",""
"礼貌地责怪敏感的地方
阴道属性，取决于技能",""
"我轻轻地责备！",""
"舔耳朵",""
"舔耳朵，降低对手的进攻能力
接吻属性， 技巧依赖， 虚弱",""
"我舔了舔耳朵！",""
"舔颈部肌肉",""
"舔你的颈部肌肉，降低对手的防御能力
接吻属性 技巧依赖 敏感授予",""
"我舔了舔我的脖子！",""
"吻 Lv1",""
"交上嘴唇，在精神上振奋人心
接吻属性，技术依赖",""
"他轻轻地说话了！",""
"接吻 Lv2",""
"扭曲舌头像贪婪
接吻属性，技术依赖",""
"我吻了你深吻！",""
"活塞 Lv1",""
"挥动臀部攻击
阴道属性攻击力 + 技能依赖性",""
"摇了摇臀部！",""
"活塞 Lv2",""
"猛烈地挥动臀部攻击
阴道属性攻击力 + 技能依赖授予吠叫",""
"集中","concentration"
"治愈状态异常，在几圈获得耐受性
状态异常释放电阻",""
"提高了注意力...",""
"治疗",""
"治愈状态异常，稍微恢复能量
技能依赖 状态异常释放能量恢复小",""
"治疗！",""
"消除",""
"摆脱过去的痛苦回忆
解除对失败的记忆 防御能力 UP 精神力量 UP",""
"我改变了主意！",""
"深呼吸","Deep Breathing"
"呼吸恢复活力
技能依赖能量恢复小",""
"我呼吸了一下...",""
"冥想",""
"冥想以恢复能量
技术依赖，能量恢复。",""
"我平静下来了...",""
"精神统一。",""
"统一精神，恢复全部能量
完全恢复能量",""
"磨练精神！",""
"明镜止水。",""
"带着邪恶之念，回到清醒的头脑
能量完全恢复 状态异常释放",""
"你为邪恶而付出了代价！",""
"调查",""
"观察和观察对方
敌人状态弱点指示",""
"我仔细观察了\n[3]。",""
"警戒",""
"能够迅速作出反应
敏捷 2x 2 转",""
"休息",""
"用大剑攻击
打击属性，技术依赖",""
"一个力量被炸掉
打击属性，技术依赖",""
"我打了你！",""
"从地下喷出火柱
火焰属性，取决于技术",""
"一边变成焦土
火焰属性，取决于技术",""
"狂暴的龙砍掉四肢
斩击属性，取决于攻击力。",""
"休息一会儿，恢复体力
敏捷依赖体能恢复小",""
"我平静下来了，",""
"拉什",""
"离开势头，连续两次抚摸　
攻击力",""
"留给势头和爱抚！",""
"离开势头，并连续三次抚摸　
攻击力",""
"我抚摸着我的发脾气！",""
"发痒",""
"发痒和吠叫
技术依赖",""
"我擦了擦我的窝窝！",""
"推倒",""
"推倒对手并约束他们",""
"推倒\n[3]！",""
"奥拉奥拉",""
"连续四次抚摸愤怒的势头　
攻击力",""
"""老老老老老老拉！ 」",""
"超速",""
"通过特殊的呼吸方法提高体能
能量完全恢复 攻击能力 UP 技术 UP",""
"呼吸好了！",""
"气功",""
"从外部空气中去除空气，恢复体力
敏捷依赖体能恢复",""
"从对方的嘴里吸出能量
精神力量依赖",""
"我嘴里吸得厉害！",""
"我打了我！",""
"电力消耗",""
"吸取对手力量的恶魔的艺术
精神力量依赖",""
"吸了力！",""
"恢复魔法恢复能量
敏捷依赖性",""
"他背诵了治疗！",""
"决心",""
"在心里宣誓
能量完全恢复 行动次数 +1 4 圈",""
"他下定决心了！",""
"他们开车",""
"攻击自己
攻击力取决于 TP 增加小",""
"治疗迪克！",""
"放弃",""
"让自己快乐
行动不通",""
"我放弃了...",""
"内性",""
"放弃战斗
行动不行 敌人行动选择",""
"你",""
"是啊！",""
"传送",""
"我要回家了。",""
"测试恢复",""
"淡薄荷的气味
恢复 30% + 200 能量",""
"测试体力恢复",""
"淡橙的味道
恢复 30% + 20 的体力",""
"迪斯珀·赫伯",""
"2000 伤害药物",""
"使用药物，你会感觉2000分钟
造成2000点伤害",""
"4000 伤害药物",""
"使用药物，你会感觉4000分钟
造成4000点伤害",""
"8000 伤害药物",""
"使用药物，你会感觉8000分钟
造成8000点伤害",""
"敌人4000恢复药物",""
"使用 4000 分钟清洁药物
你的对手将恢复4000",""
"测试毒药",""
"为敌人施毒",""
"900000 伤害药物",""
"使用药物，你会感觉90000分钟
900000 伤害",""
"- 恢复项目 |",""
"能量剂",""
"淡薄荷的气味
能量 30% = 200 恢复",""
"能量剂 α",""
"薄荷的气味
能量 50% + 200 恢复",""
"能量剂测试版",""
"浓薄荷的气味
能量 70% + 200 恢复",""
"薄荷的气味比薄荷
完全恢复能量",""
"恢复体能的药物",""
"淡橙的味道
30%+5的体力恢复",""
"橙味
50%+5的体力恢复",""
"恢复体能的药物测试版",""
"深橙色的味道
70% 的体力",""
"橙色的味道，这是故意的
完全恢复体力",""
"草药汁",""
"用磨碎的草药调味的
能量恢复30%",""
"冒险的朋友，在精神上和精神上都精力充沛
能量恢复 50%",""
"乙醚",""
"浓缩和液化大气的魔力
70%的体力恢复",""
"灵丹妙药",""
"炼金产品尚未建立
能量恢复 TP 增加超大",""
"兴奋剂",""
"肾上腺素大量出现的药物
TP 增加大",""
"觉醒药物",""
"最后一种合法药物
TP 增加超大",""
"攻击药物",""
"攻击力和技巧暂时增强的药物
攻击力 UP 技术 UP TP 增加小",""
"防御药物",""
"暂时提高防御和精神力量的药物
防御 UP 精神力量 UP TP 增加小",""
"耐用药物",""
"最大能量暂时增加的药物
最大能量 UP（可叠加） TP 增加小",""
"最后一张王牌",""
